# r[Mpc/h], xi_u\psi[L^2], xi_\psi\psi[L^2]
7.317317317317317702e+02 -3.133882745607458054e-02 -1.240587896378089403e-02
7.327327327327327566e+02 -3.130275747581885704e-02 -1.241547513884723800e-02
7.337337337337337431e+02 -3.126677031367446069e-02 -1.242506078869138469e-02
7.347347347347348432e+02 -3.123086327467437806e-02 -1.243463512948327770e-02
7.357357357357358296e+02 -3.119503550203134995e-02 -1.244419810680917268e-02
7.367367367367368161e+02 -3.115929225524551732e-02 -1.245375045642535712e-02
7.377377377377378025e+02 -3.112363243749750874e-02 -1.246329182898857357e-02
7.387387387387387889e+02 -3.108804290099724879e-02 -1.247282226838863049e-02
7.397397397397397754e+02 -3.105253953005523287e-02 -1.248234163027549422e-02
7.407407407407407618e+02 -3.101711541849203058e-02 -1.249185019478145885e-02
7.417417417417418619e+02 -3.098177055385461023e-02 -1.250134836521998513e-02
7.427427427427428483e+02 -3.094650534090886626e-02 -1.251083547984335395e-02
7.437437437437438348e+02 -3.091131844250356517e-02 -1.252031174135967602e-02
7.447447447447448212e+02 -3.087620994884529568e-02 -1.252977708664560451e-02
7.457457457457458077e+02 -3.084118235931954111e-02 -1.253923208310677058e-02
7.467467467467467941e+02 -3.080623046721016334e-02 -1.254867622349807414e-02
7.477477477477477805e+02 -3.077135884025176266e-02 -1.255810948678667653e-02
7.487487487487487670e+02 -3.073656102750984762e-02 -1.256753187330767602e-02
7.497497497497498671e+02 -3.070184508610381696e-02 -1.257694392111302455e-02
7.507507507507508535e+02 -3.066720448423479461e-02 -1.258634537074240084e-02
7.517517517517518399e+02 -3.063264118927546201e-02 -1.259573596184525301e-02
7.527527527527528264e+02 -3.059815529669215189e-02 -1.260511601135972000e-02
7.537537537537538128e+02 -3.056374489449853460e-02 -1.261448549853481926e-02
7.547547547547547993e+02 -3.052941056177743348e-02 -1.262384465070934790e-02
7.557557557557557857e+02 -3.049515251911660146e-02 -1.263319331940336056e-02
7.567567567567567721e+02 -3.046097120699536864e-02 -1.264253157038616911e-02
7.577577577577578722e+02 -3.042686433005480084e-02 -1.265185939320482081e-02
7.587587587587588587e+02 -3.039283312153657698e-02 -1.266117676964122023e-02
7.597597597597598451e+02 -3.035887701245591416e-02 -1.267048368268508009e-02
7.607607607607608315e+02 -3.032499432534668110e-02 -1.267978012810110425e-02
7.617617617617618180e+02 -3.029118938613292733e-02 -1.268906612922249440e-02
7.627627627627628044e+02 -3.025745546727331634e-02 -1.269834152522969495e-02
7.637637637637637908e+02 -3.022379843632031979e-02 -1.270760685682183373e-02
7.647647647647647773e+02 -3.019021476743362353e-02 -1.271686199307712865e-02
7.657657657657658774e+02 -3.015670301349594046e-02 -1.272610666726361507e-02
7.667667667667668638e+02 -3.012327032530223367e-02 -1.273534108784630213e-02
7.677677677677678503e+02 -3.008990274030609244e-02 -1.274456556637940975e-02
7.687687687687688367e+02 -3.005661060336590681e-02 -1.275377969488007517e-02
7.697697697697698231e+02 -3.002339295475029216e-02 -1.276298359589781058e-02
7.707707707707708096e+02 -2.999024499432559679e-02 -1.277217733651245073e-02
7.717717717717717960e+02 -2.995717353327837992e-02 -1.278136092009963913e-02
7.727727727727728961e+02 -2.992417169071049515e-02 -1.279053443775368497e-02
7.737737737737738826e+02 -2.989124261989482140e-02 -1.279969688692900349e-02
7.747747747747748690e+02 -2.985838492887498904e-02 -1.280885580109721728e-02
7.757757757757758554e+02 -2.982559663316615775e-02 -1.281799425590485902e-02
7.767767767767768419e+02 -2.979288262975184759e-02 -1.282712770776517526e-02
7.777777777777778283e+02 -2.976023874449431825e-02 -1.283625072171886740e-02
7.787787787787788147e+02 -2.972766258333270351e-02 -1.284536365804279240e-02
7.797797797797798012e+02 -2.969515778164922085e-02 -1.285446710953973802e-02
7.807807807807809013e+02 -2.966272747384354064e-02 -1.286356041765339582e-02
7.817817817817818877e+02 -2.963036277379878583e-02 -1.287264382106467070e-02
7.827827827827828742e+02 -2.959806807377641028e-02 -1.288172002962489383e-02
7.837837837837838606e+02 -2.956584727177926156e-02 -1.289078387348764621e-02
7.847847847847848470e+02 -2.953369164072843986e-02 -1.289983730379244860e-02
7.857857857857858335e+02 -2.950160597654931383e-02 -1.290888121445519024e-02
7.867867867867868199e+02 -2.946958673602985412e-02 -1.291791037744597151e-02
7.877877877877878063e+02 -2.943764201048527235e-02 -1.292693957629954295e-02
7.887887887887889065e+02 -2.940576342014804626e-02 -1.293595407584723425e-02
7.897897897897898929e+02 -2.937395269119305943e-02 -1.294495874534279389e-02
7.907907907907908793e+02 -2.934220841638386645e-02 -1.295395363977653973e-02
7.917917917917918658e+02 -2.931053516525970390e-02 -1.296293880646333212e-02
7.927927927927928522e+02 -2.927892697469539410e-02 -1.297191429778047668e-02
7.937937937937938386e+02 -2.924738812790197290e-02 -1.298087984738506215e-02
7.947947947947948251e+02 -2.921591334842317880e-02 -1.298983606486653862e-02
7.957957957957958115e+02 -2.918450844480750470e-02 -1.299878302521448488e-02
7.967967967967969116e+02 -2.915317078983224730e-02 -1.300772000826976200e-02
7.977977977977978981e+02 -2.912189788536546572e-02 -1.301664768111937889e-02
7.987987987987988845e+02 -2.909069087970407932e-02 -1.302556533437632287e-02
7.997997997997998709e+02 -2.905955038352373704e-02 -1.303447774797643517e-02
8.008008008008008574e+02 -2.902847731187941163e-02 -1.304336968974108626e-02
8.018018018018018438e+02 -2.899747002850428662e-02 -1.305225895331107479e-02
8.028028028028028302e+02 -2.896652704474170573e-02 -1.306113881125496763e-02
8.038038038038039304e+02 -2.893565032138610896e-02 -1.307000909795285638e-02
8.048048048048049168e+02 -2.890483792424979395e-02 -1.307887005859796094e-02
8.058058058058059032e+02 -2.887409064335907938e-02 -1.308772124168043616e-02
8.068068068068068897e+02 -2.884340727868318216e-02 -1.309656306090925017e-02
8.078078078078078761e+02 -2.881279063460620224e-02 -1.310539569440589622e-02
8.088088088088088625e+02 -2.878223792360753638e-02 -1.311421893286441112e-02
8.098098098098098490e+02 -2.875174719814166044e-02 -1.312303261364663326e-02
8.108108108108108354e+02 -2.872132224061961503e-02 -1.313183723480301247e-02
8.118118118118119355e+02 -2.869096062822650006e-02 -1.314063248221051215e-02
8.128128128128129219e+02 -2.866066248228238758e-02 -1.314941854368300092e-02
8.138138138138139084e+02 -2.863042695144898953e-02 -1.315819518829142512e-02
8.148148148148148948e+02 -2.860025579455349395e-02 -1.316696240508639926e-02
8.158158158158158813e+02 -2.857014655720484242e-02 -1.317572075535746075e-02
8.168168168168168677e+02 -2.854009696825351647e-02 -1.318446967943301407e-02
8.178178178178178541e+02 -2.851011684864473636e-02 -1.319320939098766153e-02
8.188188188188188406e+02 -2.848019149682604750e-02 -1.320193984426941761e-02
8.198198198198199407e+02 -2.845033515861274814e-02 -1.321066126627530243e-02
8.208208208208209271e+02 -2.842053847626477281e-02 -1.321937321168050426e-02
8.218218218218219135e+02 -2.839080056964309387e-02 -1.322807768465079394e-02
8.228228228228229000e+02 -2.836113004875918248e-02 -1.323677085207958064e-02
8.238238238238238864e+02 -2.833151874373658272e-02 -1.324545579579581613e-02
8.248248248248248728e+02 -2.830196383034041738e-02 -1.325413184231776301e-02
8.258258258258258593e+02 -2.827247614115618174e-02 -1.326279865772923838e-02
8.268268268268268457e+02 -2.824304530082862724e-02 -1.327145644752524001e-02
8.278278278278279458e+02 -2.821367807694323548e-02 -1.328010533584826798e-02
8.288288288288289323e+02 -2.818436793425986575e-02 -1.328874510402287649e-02
8.298298298298299187e+02 -2.815512191170662509e-02 -1.329737591574958223e-02
8.308308308308309051e+02 -2.812593170338001727e-02 -1.330599736934717260e-02
8.318318318318318916e+02 -2.809680366178565758e-02 -1.331461126524983128e-02
8.328328328328328780e+02 -2.806773758914218181e-02 -1.332321511609730301e-02
8.338338338338338644e+02 -2.803872570241407527e-02 -1.333181030149915673e-02
8.348348348348349646e+02 -2.800977828198738390e-02 -1.334039649691389634e-02
8.358358358358359510e+02 -2.798088884421063086e-02 -1.334897407710248368e-02
8.368368368368369374e+02 -2.795205631125527099e-02 -1.335754310374064058e-02
8.378378378378379239e+02 -2.792328128641937551e-02 -1.336610268811222642e-02
8.388388388388389103e+02 -2.789456932300433609e-02 -1.337465362175276236e-02
8.398398398398398967e+02 -2.786591373622396284e-02 -1.338319576705169697e-02
8.408408408408408832e+02 -2.783731501823818316e-02 -1.339172909044420746e-02
8.418418418418418696e+02 -2.780877488010778317e-02 -1.340025351470720133e-02
8.428428428428429697e+02 -2.778029567571847075e-02 -1.340876942045824208e-02
8.438438438438439562e+02 -2.775186878632131260e-02 -1.341727645915610605e-02
8.448448448448449426e+02 -2.772350225454396633e-02 -1.342577482404781059e-02
8.458458458458459290e+02 -2.769519468446308627e-02 -1.343426428327001119e-02
8.468468468468469155e+02 -2.766694256462389617e-02 -1.344274512498250772e-02
8.478478478478479019e+02 -2.763874858969658094e-02 -1.345121871489431478e-02
8.488488488488488883e+02 -2.761061070182042193e-02 -1.345968247839042682e-02
8.498498498498498748e+02 -2.758252837938984445e-02 -1.346813779857017855e-02
8.508508508508509749e+02 -2.755450387515233357e-02 -1.347658446639971377e-02
8.518518518518519613e+02 -2.752653547299935624e-02 -1.348502266528073604e-02
8.528528528528529478e+02 -2.749862352292500173e-02 -1.349345209044769747e-02
8.538538538538539342e+02 -2.747076668130192523e-02 -1.350187364177723136e-02
8.548548548548549206e+02 -2.744296711749184825e-02 -1.351028607664040218e-02
8.558558558558559071e+02 -2.741522214533119797e-02 -1.351868938466399030e-02
8.568568568568568935e+02 -2.738753405426199924e-02 -1.352708576299103266e-02
8.578578578578578799e+02 -2.735989900516757473e-02 -1.353547189779656483e-02
8.588588588588589801e+02 -2.733232168360851672e-02 -1.354385021925372072e-02
8.598598598598599665e+02 -2.730479616518105210e-02 -1.355222027979625758e-02
8.608608608608609529e+02 -2.727732788328058461e-02 -1.356058223185091331e-02
8.618618618618619394e+02 -2.724991353163645075e-02 -1.356893489381311331e-02
8.628628628628629258e+02 -2.722255488320152531e-02 -1.357728041486480630e-02
8.638638638638639122e+02 -2.719524817730173405e-02 -1.358561685225801938e-02
8.648648648648648987e+02 -2.716799695678884588e-02 -1.359394492148659379e-02
8.658658658658659988e+02 -2.714080098325915083e-02 -1.360226474358115431e-02
8.668668668668669852e+02 -2.711365775833934205e-02 -1.361058128472661909e-02
8.678678678678679717e+02 -2.708656886687046267e-02 -1.361887851254519471e-02
8.688688688688689581e+02 -2.705953255873373361e-02 -1.362717446699292581e-02
8.698698698698699445e+02 -2.703254992286079766e-02 -1.363546070938408648e-02
8.708708708708709310e+02 -2.700562181618247279e-02 -1.364373899378119870e-02
8.718718718718719174e+02 -2.697874469265624381e-02 -1.365200915171100975e-02
8.728728728728729038e+02 -2.695192344079848021e-02 -1.366027103507389678e-02
8.738738738738740039e+02 -2.692515202131158178e-02 -1.366852442576269207e-02
8.748748748748749904e+02 -2.689843498900254537e-02 -1.367676978948179599e-02
8.758758758758759768e+02 -2.687176970144218927e-02 -1.368500705534295148e-02
8.768768768768769633e+02 -2.684515748333249352e-02 -1.369323614282117255e-02
8.778778778778779497e+02 -2.681859626688366458e-02 -1.370145723322577919e-02
8.788788788788789361e+02 -2.679208728570608641e-02 -1.370967129777250944e-02
8.798798798798799226e+02 -2.676563102368178723e-02 -1.371787491281357962e-02
8.808808808808809090e+02 -2.673922635713208221e-02 -1.372607152842381453e-02
8.818818818818820091e+02 -2.671287265492595930e-02 -1.373426015808538840e-02
8.828828828828829955e+02 -2.668656975702676792e-02 -1.374244092079122785e-02
8.838838838838839820e+02 -2.666031867941034278e-02 -1.375060825133015210e-02
8.848848848848849684e+02 -2.663412080723759692e-02 -1.375877777156374673e-02
8.858858858858859548e+02 -2.660797321734225535e-02 -1.376693397011930983e-02
8.868868868868869413e+02 -2.658187547134085657e-02 -1.377508231962534108e-02
8.878878878878879277e+02 -2.655582824223623462e-02 -1.378322271421244215e-02
8.888888888888889142e+02 -2.652983161173334131e-02 -1.379135508541328402e-02
8.898898898898900143e+02 -2.650388699159271499e-02 -1.379947848078952148e-02
8.908908908908910007e+02 -2.647799080385481243e-02 -1.380759585772377805e-02
8.918918918918919871e+02 -2.645214589526704435e-02 -1.381570414188054013e-02
8.928928928928929736e+02 -2.642635049132055491e-02 -1.382380494635224340e-02
8.938938938938939600e+02 -2.640060535763209121e-02 -1.383189791298267309e-02
8.948948948948949464e+02 -2.637490864591598982e-02 -1.383998291297795433e-02
8.958958958958959329e+02 -2.634926469557995546e-02 -1.384806006205473519e-02
8.968968968968970330e+02 -2.632366628532103667e-02 -1.385612968094791786e-02
8.978978978978980194e+02 -2.629811564753520639e-02 -1.386419059085541340e-02
8.988988988988990059e+02 -2.627262225871383403e-02 -1.387224422136299970e-02
8.998998998998999923e+02 -2.624717360708380201e-02 -1.388029032718689736e-02
9.009009009009009787e+02 -2.622176364994131467e-02 -1.388832763075361319e-02
9.019019019019019652e+02 -2.619642416379249286e-02 -1.389635771955903890e-02
9.029029029029029516e+02 -2.617111819424871796e-02 -1.390438016884105836e-02
9.039039039039039380e+02 -2.614586523998021703e-02 -1.391239440295363727e-02
9.049049049049050382e+02 -2.612065767302135591e-02 -1.392040130511200749e-02
9.059059059059060246e+02 -2.609550005422009780e-02 -1.392840092593950613e-02
9.069069069069070110e+02 -2.607038838411298437e-02 -1.393639244881439421e-02
9.079079079079079975e+02 -2.604532876062697413e-02 -1.394437654572595886e-02
9.089089089089089839e+02 -2.602031539870338500e-02 -1.395235256355454971e-02
9.099099099099099703e+02 -2.599535091101171785e-02 -1.396032116522763662e-02
9.109109109109109568e+02 -2.597042861850729772e-02 -1.396828190399610620e-02
9.119119119119119432e+02 -2.594555852310920577e-02 -1.397623542886377614e-02
9.129129129129130433e+02 -2.592073442282704851e-02 -1.398417972695704080e-02
9.139139139139140298e+02 -2.589595665208597672e-02 -1.399211873984259648e-02
9.149149149149150162e+02 -2.587122679721904142e-02 -1.400004900426920704e-02
9.159159159159160026e+02 -2.584654563964410012e-02 -1.400797185081347623e-02
9.169169169169169891e+02 -2.582190724364790205e-02 -1.401588723177488865e-02
9.179179179179179755e+02 -2.579731838964498605e-02 -1.402379475435788260e-02
9.189189189189189619e+02 -2.577277620490025373e-02 -1.403169495700833103e-02
9.199199199199199484e+02 -2.574828011873505837e-02 -1.403958734764914999e-02
9.209209209209210485e+02 -2.572382815511303766e-02 -1.404747310443711650e-02
9.219219219219220349e+02 -2.569942479092363063e-02 -1.405535096289435570e-02
9.229229229229230214e+02 -2.567506685967706204e-02 -1.406322134783889038e-02
9.239239239239240078e+02 -2.565075856527858356e-02 -1.407108427355441282e-02
9.249249249249249942e+02 -2.562648716536761878e-02 -1.407893963261320006e-02
9.259259259259259807e+02 -2.560226709743499557e-02 -1.408678756437940945e-02
9.269269269269269671e+02 -2.557809033671345003e-02 -1.409462801424470405e-02
9.279279279279279535e+02 -2.555396166307703429e-02 -1.410245965368008003e-02
9.289289289289290537e+02 -2.552987496634682996e-02 -1.411028283978233572e-02
9.299299299299300401e+02 -2.550583656587929529e-02 -1.411810560591030862e-02
9.309309309309310265e+02 -2.548184592045612054e-02 -1.412591597238242215e-02
9.319319319319320130e+02 -2.545789049304025484e-02 -1.413371968892183743e-02
9.329329329329329994e+02 -2.543398812672462844e-02 -1.414151609977899043e-02
9.339339339339339858e+02 -2.541012887380912980e-02 -1.414930518964256298e-02
9.349349349349349723e+02 -2.538631051939151118e-02 -1.415708694840779776e-02
9.359359359359360724e+02 -2.536254248229410230e-02 -1.416486137544421473e-02
9.369369369369370588e+02 -2.533881057989706073e-02 -1.417262848434089860e-02
9.379379379379380453e+02 -2.531515428395098022e-02 -1.418038830338819167e-02
9.389389389389390317e+02 -2.529149181047132475e-02 -1.418814086551643122e-02
9.399399399399400181e+02 -2.526789266474673695e-02 -1.419588649019264646e-02
9.409409409409410046e+02 -2.524434061660430981e-02 -1.420362336163254538e-02
9.419419419419419910e+02 -2.522083255557908826e-02 -1.421135424295470566e-02
9.429429429429429774e+02 -2.519736816807534308e-02 -1.421907914782655560e-02
9.439439439439440775e+02 -2.517395280776495159e-02 -1.422679581718587320e-02
9.449449449449450640e+02 -2.515057321208259353e-02 -1.423450532893998782e-02
9.459459459459460504e+02 -2.512723474628993439e-02 -1.424221431836516887e-02
9.469469469469470368e+02 -2.510394470978682957e-02 -1.424990283702140190e-02
9.479479479479480233e+02 -2.508070071657796454e-02 -1.425759082123816308e-02
9.489489489489490097e+02 -2.505749358181737912e-02 -1.426527163730608415e-02
9.499499499499499962e+02 -2.503433088426213621e-02 -1.427294523678299988e-02
9.509509509509509826e+02 -2.501120703419557750e-02 -1.428061190496323837e-02
9.519519519519520827e+02 -2.498812735644831765e-02 -1.428827246556454468e-02
9.529529529529530691e+02 -2.496509141422479164e-02 -1.429592494970784514e-02
9.539539539539540556e+02 -2.494209863564409574e-02 -1.430356938940317672e-02
9.549549549549550420e+02 -2.491913170909520331e-02 -1.431120784663579733e-02
9.559559559559560284e+02 -2.489624273039787658e-02 -1.431883979326341316e-02
9.569569569569570149e+02 -2.487337379960968473e-02 -1.432646374381066519e-02
9.579579579579580013e+02 -2.485054744854298114e-02 -1.433408137974227607e-02
9.589589589589589878e+02 -2.482776268602384512e-02 -1.434169165466484507e-02
9.599599599599600879e+02 -2.480502194807470209e-02 -1.434929506300323433e-02
9.609609609609610743e+02 -2.478232315064743396e-02 -1.435689152846014727e-02
9.619619619619620607e+02 -2.475966063678569987e-02 -1.436447643853940893e-02
9.629629629629630472e+02 -2.473703851798195533e-02 -1.437206317243512610e-02
9.639639639639640336e+02 -2.471446674185319783e-02 -1.437963860525355575e-02
9.649649649649650200e+02 -2.469193482326697414e-02 -1.438720807593779974e-02
9.659659659659660065e+02 -2.466943637193705005e-02 -1.439477010208979613e-02
9.669669669669671066e+02 -2.464697448507583571e-02 -1.440232514564241187e-02
9.679679679679680930e+02 -2.462456903739002056e-02 -1.440987329699166403e-02
9.689689689689690795e+02 -2.460219482962966095e-02 -1.441741424294657944e-02
9.699699699699700659e+02 -2.457985783470476721e-02 -1.442494953500961762e-02
9.709709709709710523e+02 -2.455757142086757022e-02 -1.443247651871220824e-02
9.719719719719720388e+02 -2.453531456106798972e-02 -1.443999712369078633e-02
9.729729729729730252e+02 -2.451310249025708335e-02 -1.444751080111688138e-02
9.739739739739740116e+02 -2.449093141775169138e-02 -1.445501846356683599e-02
9.749749749749751118e+02 -2.446879869175546535e-02 -1.446251841237893888e-02
9.759759759759760982e+02 -2.444670635860288210e-02 -1.447001218875072770e-02
9.769769769769770846e+02 -2.442465272537673246e-02 -1.447749879708472298e-02
9.779779779779780711e+02 -2.440264013170445959e-02 -1.448497902152064143e-02
9.789789789789790575e+02 -2.438066639335610686e-02 -1.449245216652334488e-02
9.799799799799800439e+02 -2.435873109613776594e-02 -1.449991877648179259e-02
9.809809809809810304e+02 -2.433683579204532280e-02 -1.450737870258753462e-02
9.819819819819820168e+02 -2.431498057935009213e-02 -1.451483187616367521e-02
9.829829829829831169e+02 -2.429316279167073947e-02 -1.452227844202312254e-02
9.839839839839841034e+02 -2.427138471061035530e-02 -1.452971789319397987e-02
9.849849849849850898e+02 -2.424964481144176176e-02 -1.453715204998031613e-02
9.859859859859860762e+02 -2.422794510904311902e-02 -1.454457791234411643e-02
9.869869869869870627e+02 -2.420628322643921318e-02 -1.455199764532911187e-02
9.879879879879880491e+02 -2.418465956905397479e-02 -1.455941071941392780e-02
9.889889889889890355e+02 -2.416307423953263991e-02 -1.456681732988587483e-02
9.899899899899900220e+02 -2.414152891626775155e-02 -1.457421731145467671e-02
9.909909909909911221e+02 -2.412002023360945019e-02 -1.458161080893209845e-02
9.919919919919921085e+02 -2.409854998578656385e-02 -1.458899534033055063e-02
9.929929929929930950e+02 -2.407711723665649853e-02 -1.459637823771286862e-02
9.939939939939940814e+02 -2.405572318141140434e-02 -1.460375185611661498e-02
9.949949949949950678e+02 -2.403436586724258875e-02 -1.461111857416218067e-02
9.959959959959960543e+02 -2.401304915841251733e-02 -1.461847931654160562e-02
9.969969969969970407e+02 -2.399176609049105333e-02 -1.462583306065967127e-02
9.979979979979981408e+02 -2.397052342002740227e-02 -1.463318077549092232e-02
9.989989989989991273e+02 -2.394931871993754777e-02 -1.464052174444070535e-02
1.000000000000000000e+03 -2.392814712222241305e-02 -1.464785622411761586e-02
